72054,  0:20:24 ,消灭蜀国弓手,获得101
77552,  0:21:58 ,消灭蜀国弓手,获得102
77554,  0:21:58 ,消灭蜀国刀兵,获得87
84478,  0:23:56 ,消灭蜀国弓手,获得102
84594,  0:23:58 ,消灭蜀国弓手,获得78
87860,  0:24:53 ,消灭蜀国刀兵,获得86
87860,  0:24:53 ,英雄歼灭邓艾,获得344
93358,  0:26:27 ,消灭蜀国弓手,获得84
93358,  0:26:27 ,消灭蜀国弓手,获得79
94738,  0:26:50 ,消灭蜀国刀兵,获得84
